Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)
Os01g0944700	1	41533329	41535615	GO:0005886	plasma membrane	cellular_component	-83
Os01g0944700	1	41533329	41535615	GO:0005575	cellular_component	cellular_component	-83
Os01g0208400	1	5875794	5877849	GO:0005737	cytoplasm	cellular_component	-83
Os01g0944700	1	41533329	41535615	GO:0016020	membrane	cellular_component	-83
Os01g0944700	1	41533329	41535615	GO:0008150	biological_process	biological_process	-83
Os01g0944700	1	41533329	41535615	GO:0003824	catalytic activity	molecular_function	-83
Os02g0504000	2	17880882	17886285	GO:0005488	binding	molecular_function	-84
Os02g0504000	2	17880882	17886285	GO:0008150	biological_process	biological_process	-84
Os02g0504000	2	17880882	17886285	GO:0009987	cellular process	biological_process	-84
Os02g0504000	2	17880882	17886285	GO:0008152	metabolic process	biological_process	-84
Os02g0504000	2	17880882	17886285	GO:0019748	secondary metabolic process	biological_process	-84
Os09g0518200	9	20222176	20223992	GO:0005575	cellular_component	cellular_component	-84
Os09g0518200	9	20222176	20223992	GO:0005622	intracellular anatomical structure	cellular_component	-84
Os09g0518200	9	20222176	20223992	GO:0003674	molecular_function	molecular_function	-84
Os02g0504000	2	17880882	17886285	GO:0003824	catalytic activity	molecular_function	-84
Os02g0504000	2	17880882	17886285	GO:0003674	molecular_function	molecular_function	-84
Os09g0518200	9	20222176	20223992	GO:0003824	catalytic activity	molecular_function	-84
Os09g0518200	9	20222176	20223992	GO:0016740	transferase activity	molecular_function	-84
Os02g0504000	2	17880882	17886285	GO:0016020	membrane	cellular_component	-84
Os02g0504000	2	17880882	17886285	GO:0005575	cellular_component	cellular_component	-84
Os07g0622700	7	25753347	25760619	GO:0016787	hydrolase activity	molecular_function	-86
Os07g0622700	7	25753347	25760619	GO:0003674	molecular_function	molecular_function	-86
Os07g0622700	7	25753347	25760619	GO:0003824	catalytic activity	molecular_function	-86
Os02g0306401	2	11997254	12002625	GO:0003674	molecular_function	molecular_function	-87
Os02g0306401	2	11997254	12002625	GO:0003824	catalytic activity	molecular_function	-87
Os02g0306401	2	11997254	12002625	GO:0009056	catabolic process	biological_process	-87
Os02g0306401	2	11997254	12002625	GO:0005488	binding	molecular_function	-87
Os02g0306401	2	11997254	12002625	GO:0016740	transferase activity	molecular_function	-87
Os02g0306401	2	11997254	12002625	GO:0008150	biological_process	biological_process	-87
Os02g0306401	2	11997254	12002625	GO:0008152	metabolic process	biological_process	-87
Os02g0306401	2	11997254	12002625	GO:0009058	biosynthetic process	biological_process	-87
Os02g0306401	2	11997254	12002625	GO:0009987	cellular process	biological_process	-87
Os12g0132500	12	1567509	1572559	GO:0005575	cellular_component	cellular_component	-89
Os12g0132500	12	1567509	1572559	GO:0016020	membrane	cellular_component	-89
Os06g0718400	6	30528045	30529070	GO:0005886	plasma membrane	cellular_component	-89
Os06g0718400	6	30528045	30529070	GO:0003824	catalytic activity	molecular_function	-89
Os06g0718400	6	30528045	30529070	GO:0003674	molecular_function	molecular_function	-89
Os06g0718400	6	30528045	30529070	GO:0006091	generation of precursor metabolites and energy	biological_process	-89
Os06g0718400	6	30528045	30529070	GO:0008152	metabolic process	biological_process	-89
Os06g0718400	6	30528045	30529070	GO:0009987	cellular process	biological_process	-89
Os06g0718400	6	30528045	30529070	GO:0016020	membrane	cellular_component	-89
Os06g0718400	6	30528045	30529070	GO:0008150	biological_process	biological_process	-89
Os06g0718400	6	30528045	30529070	GO:0005575	cellular_component	cellular_component	-89
Os07g0174900	7	3947968	3949371	GO:0008289	lipid binding	molecular_function	-94
Os07g0174900	7	3947968	3949371	GO:0005488	binding	molecular_function	-94
Os07g0174900	7	3947968	3949371	GO:0006810	transport	biological_process	-94
Os07g0174900	7	3947968	3949371	GO:0008150	biological_process	biological_process	-94
Os07g0174900	7	3947968	3949371	GO:0016787	hydrolase activity	molecular_function	-94
Os07g0174900	7	3947968	3949371	GO:0003824	catalytic activity	molecular_function	-94
Os07g0174900	7	3947968	3949371	GO:0003674	molecular_function	molecular_function	-94
Os09g0424300	9	15385723	15389096	GO:0008150	biological_process	biological_process	-95
Os09g0424300	9	15385723	15389096	GO:0005737	cytoplasm	cellular_component	-95
Os09g0424300	9	15385723	15389096	GO:0003824	catalytic activity	molecular_function	-95
Os09g0424300	9	15385723	15389096	GO:0005829	cytosol	cellular_component	-95
Os09g0424300	9	15385723	15389096	GO:0009987	cellular process	biological_process	-95
Os09g0424300	9	15385723	15389096	GO:0008152	metabolic process	biological_process	-95
Os09g0424300	9	15385723	15389096	GO:0009058	biosynthetic process	biological_process	-95
Os09g0424300	9	15385723	15389096	GO:0005575	cellular_component	cellular_component	-95
Os09g0424300	9	15385723	15389096	GO:0005622	intracellular anatomical structure	cellular_component	-95
Os09g0424300	9	15385723	15389096	GO:0003674	molecular_function	molecular_function	-95
Os05g0592300	5	29507007	29509972	GO:0003824	catalytic activity	molecular_function	-96
Os05g0592300	5	29507007	29509972	GO:0005488	binding	molecular_function	-96
Os05g0592300	5	29507007	29509972	GO:0006950	response to stress	biological_process	-96
Os05g0592300	5	29507007	29509972	GO:0042221	response to chemical	biological_process	-96
Os05g0592300	5	29507007	29509972	GO:0009628	response to abiotic stimulus	biological_process	-96
Os05g0592300	5	29507007	29509972	GO:0003674	molecular_function	molecular_function	-96
Os05g0592300	5	29507007	29509972	GO:0019538	protein metabolic process	biological_process	-96
Os05g0592300	5	29507007	29509972	GO:0036211	protein modification process	biological_process	-96
Os05g0592300	5	29507007	29509972	GO:0008152	metabolic process	biological_process	-96
Os05g0592300	5	29507007	29509972	GO:0008150	biological_process	biological_process	-96
Os02g0594300	2	23024797	23025834	GO:0003677	DNA binding	molecular_function	-98
Os02g0594300	2	23024797	23025834	GO:0003674	molecular_function	molecular_function	-98
Os02g0594300	2	23024797	23025834	GO:0005488	binding	molecular_function	-98
Os02g0594300	2	23024797	23025834	GO:0003676	nucleic acid binding	molecular_function	-98
Os06g0295000	6	10871810	10875144	GO:0016020	membrane	cellular_component	-98
Os02g0594300	2	23024797	23025834	GO:0005575	cellular_component	cellular_component	-98
Os02g0594300	2	23024797	23025834	GO:0005622	intracellular anatomical structure	cellular_component	-98
Os02g0594300	2	23024797	23025834	GO:0005634	nucleus	cellular_component	-98
Os02g0594300	2	23024797	23025834	GO:0008150	biological_process	biological_process	-98
Os02g0594300	2	23024797	23025834	GO:0009987	cellular process	biological_process	-98
Os02g0594300	2	23024797	23025834	GO:0008152	metabolic process	biological_process	-98
Os02g0594300	2	23024797	23025834	GO:0009058	biosynthetic process	biological_process	-98
Os02g0594300	2	23024797	23025834	GO:0006139	nucleobase-containing compound metabolic process	biological_process	-98
Os02g0594300	2	23024797	23025834	GO:0003700	DNA-binding transcription factor activity	molecular_function	-98
Os02g0594300	2	23024797	23025834	GO:0140110	transcription regulator activity	molecular_function	-98
Os06g0295000	6	10871810	10875144	GO:0005575	cellular_component	cellular_component	-98
Os07g0604700	7	24768075	24769065	GO:0005575	cellular_component	cellular_component	-99
Os07g0604700	7	24768075	24769065	GO:0016020	membrane	cellular_component	-99
Os09g0551600	9	21856873	21858935	GO:0003674	molecular_function	molecular_function	-102
Os09g0551600	9	21856873	21858935	GO:0005488	binding	molecular_function	-102
Os09g0551600	9	21856873	21858935	GO:0003676	nucleic acid binding	molecular_function	-102
Os09g0551600	9	21856873	21858935	GO:0003677	DNA binding	molecular_function	-102
Os09g0551600	9	21856873	21858935	GO:0005634	nucleus	cellular_component	-102
Os09g0551600	9	21856873	21858935	GO:0005622	intracellular anatomical structure	cellular_component	-102
Os09g0551600	9	21856873	21858935	GO:0005575	cellular_component	cellular_component	-102
Os03g0751100	3	30959746	30963711	GO:0006810	transport	biological_process	-103
Os03g0751100	3	30959746	30963711	GO:0003674	molecular_function	molecular_function	-103
Os03g0751100	3	30959746	30963711	GO:0008150	biological_process	biological_process	-103
Os03g0751100	3	30959746	30963711	GO:0009987	cellular process	biological_process	-103
Os03g0751100	3	30959746	30963711	GO:0005575	cellular_component	cellular_component	-103
Os03g0751100	3	30959746	30963711	GO:0016020	membrane	cellular_component	-103
Os03g0751100	3	30959746	30963711	GO:0005215	transporter activity	molecular_function	-103
Os03g0751100	3	30959746	30963711	GO:0005886	plasma membrane	cellular_component	-103
Os05g0551000	5	27377539	27382166	GO:0008150	biological_process	biological_process	-104
Os05g0551000	5	27377539	27382166	GO:0005488	binding	molecular_function	-104
Os05g0551000	5	27377539	27382166	GO:0003674	molecular_function	molecular_function	-104
Os05g0349800	5	16518577	16519493	GO:0005622	intracellular anatomical structure	cellular_component	-108
Os05g0349800	5	16518577	16519493	GO:0042221	response to chemical	biological_process	-108
Os05g0349800	5	16518577	16519493	GO:0008150	biological_process	biological_process	-108
Os05g0349800	5	16518577	16519493	GO:0009719	response to endogenous stimulus	biological_process	-108
Os05g0349800	5	16518577	16519493	GO:0005575	cellular_component	cellular_component	-108
Os05g0349800	5	16518577	16519493	GO:0005829	cytosol	cellular_component	-108
Os05g0349800	5	16518577	16519493	GO:0005737	cytoplasm	cellular_component	-108
Os10g0578800	10	23075402	23079074	GO:0016020	membrane	cellular_component	-109
Os10g0578800	10	23075402	23079074	GO:0005575	cellular_component	cellular_component	-109
Os01g0871500	1	37790484	37792882	GO:0016020	membrane	cellular_component	-110
Os01g0871500	1	37790484	37792882	GO:0006810	transport	biological_process	-110
Os01g0871500	1	37790484	37792882	GO:0008150	biological_process	biological_process	-110
Os01g0871500	1	37790484	37792882	GO:0009987	cellular process	biological_process	-110
Os01g0871500	1	37790484	37792882	GO:0005215	transporter activity	molecular_function	-110
Os01g0871500	1	37790484	37792882	GO:0003674	molecular_function	molecular_function	-110
Os01g0871500	1	37790484	37792882	GO:0005575	cellular_component	cellular_component	-110
Os01g0655500	1	26611799	26618704	GO:0008150	biological_process	biological_process	-111
Os01g0655500	1	26611799	26618704	GO:0016301	kinase activity	molecular_function	-111
Os01g0655500	1	26611799	26618704	GO:0016740	transferase activity	molecular_function	-111
Os01g0655500	1	26611799	26618704	GO:0003824	catalytic activity	molecular_function	-111
Os01g0655500	1	26611799	26618704	GO:0003674	molecular_function	molecular_function	-111
Os01g0655500	1	26611799	26618704	GO:0005488	binding	molecular_function	-111
Os01g0655500	1	26611799	26618704	GO:0000166	nucleotide binding	molecular_function	-111
Os01g0655500	1	26611799	26618704	GO:0006950	response to stress	biological_process	-111
Os01g0655500	1	26611799	26618704	GO:0005634	nucleus	cellular_component	-111
Os01g0655500	1	26611799	26618704	GO:0019538	protein metabolic process	biological_process	-111
Os01g0655500	1	26611799	26618704	GO:0036211	protein modification process	biological_process	-111
Os01g0655500	1	26611799	26618704	GO:0008152	metabolic process	biological_process	-111
Os01g0655500	1	26611799	26618704	GO:0009987	cellular process	biological_process	-111
Os01g0655500	1	26611799	26618704	GO:0009536	plastid	cellular_component	-111
Os01g0655500	1	26611799	26618704	GO:0009507	chloroplast	cellular_component	-111
Os01g0655500	1	26611799	26618704	GO:0009628	response to abiotic stimulus	biological_process	-111
Os01g0655500	1	26611799	26618704	GO:0005575	cellular_component	cellular_component	-111
Os01g0655500	1	26611799	26618704	GO:0005622	intracellular anatomical structure	cellular_component	-111
Os01g0655500	1	26611799	26618704	GO:0007049	cell cycle	biological_process	-111
Os01g0655500	1	26611799	26618704	GO:0005737	cytoplasm	cellular_component	-111
Os03g0379300	3	15000100	15002140	GO:0005622	intracellular anatomical structure	cellular_component	-112
Os03g0379300	3	15000100	15002140	GO:0003674	molecular_function	molecular_function	-112
Os03g0379300	3	15000100	15002140	GO:0003676	nucleic acid binding	molecular_function	-112
Os03g0379300	3	15000100	15002140	GO:0005634	nucleus	cellular_component	-112
Os03g0379300	3	15000100	15002140	GO:0005488	binding	molecular_function	-112
Os03g0379300	3	15000100	15002140	GO:0005575	cellular_component	cellular_component	-112
Os03g0379300	3	15000100	15002140	GO:0003677	DNA binding	molecular_function	-112
Os03g0379300	3	15000100	15002140	GO:0005515	protein binding	molecular_function	-112
Os11g0151500	11	2413598	2417423	GO:0008150	biological_process	biological_process	-113
Os03g0322900	3	11699307	11700672	GO:0009628	response to abiotic stimulus	biological_process	-113
Os03g0322900	3	11699307	11700672	GO:0005575	cellular_component	cellular_component	-113
Os11g0151500	11	2413598	2417423	GO:0016020	membrane	cellular_component	-113
Os11g0151500	11	2413598	2417423	GO:0005575	cellular_component	cellular_component	-113
Os03g0322900	3	11699307	11700672	GO:0008150	biological_process	biological_process	-113
Os11g0151500	11	2413598	2417423	GO:0003674	molecular_function	molecular_function	-113
Os11g0151500	11	2413598	2417423	GO:0005215	transporter activity	molecular_function	-113
Os11g0151500	11	2413598	2417423	GO:0009987	cellular process	biological_process	-113
Os03g0322900	3	11699307	11700672	GO:0005622	intracellular anatomical structure	cellular_component	-113
Os03g0322900	3	11699307	11700672	GO:0005634	nucleus	cellular_component	-113
Os11g0151500	11	2413598	2417423	GO:0006810	transport	biological_process	-113
Os03g0322900	3	11699307	11700672	GO:0006950	response to stress	biological_process	-113
Os03g0322900	3	11699307	11700672	GO:0042221	response to chemical	biological_process	-113
Os02g0579000	2	22258833	22260681	GO:0005575	cellular_component	cellular_component	-118
Os02g0579000	2	22258833	22260681	GO:0008150	biological_process	biological_process	-118
Os02g0579000	2	22258833	22260681	GO:0005634	nucleus	cellular_component	-118
Os02g0579000	2	22258833	22260681	GO:0005622	intracellular anatomical structure	cellular_component	-118
Os01g0444100	1	16982700	16982963	GO:0005575	cellular_component	cellular_component	-118
Os01g0444100	1	16982700	16982963	GO:0016020	membrane	cellular_component	-118
Os02g0579000	2	22258833	22260681	GO:0008152	metabolic process	biological_process	-118
Os02g0579000	2	22258833	22260681	GO:0009058	biosynthetic process	biological_process	-118
Os02g0579000	2	22258833	22260681	GO:0003677	DNA binding	molecular_function	-118
Os02g0579000	2	22258833	22260681	GO:0003676	nucleic acid binding	molecular_function	-118
Os02g0579000	2	22258833	22260681	GO:0005488	binding	molecular_function	-118
Os02g0579000	2	22258833	22260681	GO:0006139	nucleobase-containing compound metabolic process	biological_process	-118
